City_Alt,ACS Bike-to-Work Mode Share,Land Area, Population ,ACS Target,ACS Normalized Score,ACS Ridership Points,SMS Recreation Riding,SMS Points,Community Survey Ridership Score,Total ridership score,Average Fatalities All Mode,All Mode Fatality Rate,All Mode Fatality Points,Average Fatalities Bike,Bike Fatality Rate,Bike Fatality Points,All Mode Injuries,All Mode Injury Rate,All Mode Injury Points,Bike Injuries,Bike Injury Rate,Bike Injury Points,All mode safety points,Bike Safety Points,Community Survey Safety Score,Total Safety Points,City Snapshot Points,Community Survey Acceleration Score,Total Acceleration Points,BNA,BNA Points,Community Survey Network Score,Total Nework Points,Percent Communities of Concern,Number Underserved Communities,Average BNA,BNA Underserved Communities,BNA Gap,BNA Tier,BNA Target,Distance,BNA Points.1,ACS Bike-to-Work Mode Share Men,ACS Bike-to-Work Mode Share Women,ACS Gap,ACS Tier,ACS_Target,Distance.1,ACS Points,Total Reach Points,Total Ponts
"SIOUX FALLS, SD",0.50%,73.0,"170,401",11.50%,4.1,0.2,18.60%,3.1,2.6,1.9,5.2,0.3,4.0,0.4,9.3,4.0,,,,,,,2.0,2.0,2.8,2.2,,3.0,0.6,18.6,1,2.9,1.4,11.9,14,20.3,17.3,3.0,2.0,-20.0,23.0,1.4,0.01,0.0,0.0,2.0,-0.05,0.05,1.7,1.5,1.5
"DUNWOODY, GA",0.10%,12.9,"48,857",26.30%,0.5,0.0,16.30%,2.7,,1.1,2.2,0.5,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,17.4,1,,0.8,0.0,0,13.2,,,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.5,1.3
"PADUCAH, KY",0.30%,19.9,"24,879",26.30%,1.0,0.0,12.70%,2.1,2.4,1.4,4.2,1.7,2.0,0.2,80.0,1.0,,,,,,,1.0,0.5,2.3,1.1,,2.7,0.5,4.2,1,2.9,1.4,6.8,3,6.2,2.9,3.3,3.0,-15.0,18.3,1.6,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.4,1.2
"BELLEVUE, WA",0.70%,32.0,"139,014",17.20%,3.3,0.2,17.40%,2.9,2.5,1.7,3.6,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.6,2.3,,2.5,0.5,29.1,2,2.6,2.1,4.6,6,24.8,47.1,-22.2,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.4,1.6
"CHULA VISTA, CA",0.30%,49.6,"264,101",12.60%,2.2,0.1,13.00%,2.2,2.2,1.3,11.4,0.4,4.0,1.0,29.3,2.0,,,,,,,2.0,1.0,2.5,1.7,,2.4,0.5,17.0,1,2.4,1.3,10.3,15,16.5,12.4,4.0,3.0,-15.0,19.0,1.5,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.4,1.3
"MESA, AZ",1.00%,136.5,"479,317",7.80%,12.1,0.6,16.30%,2.7,2.4,1.8,36.2,0.8,3.0,2.0,9.7,3.0,,,,,,,1.5,1.5,2.4,1.7,,2.3,0.5,18.1,1,2.8,1.4,12.6,45,18.9,14.6,4.3,3.0,-15.0,19.3,1.4,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,1.4,1.3
"FAIRFIELD, CA",0.60%,37.4,"112,790",17.20%,3.1,0.2,13.70%,2.3,,1.0,8.4,0.7,3.0,0.6,22.8,3.0,,,,,,,1.5,1.5,,1.2,,,,15.2,1,,0.8,17.3,14,18.3,14.2,4.1,3.0,-15.0,19.1,1.5,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.4,1.1
"LIVERMORE, CA",1.00%,25.2,"88,232",20.80%,4.4,0.2,15.60%,2.6,,1.1,4.0,0.5,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,19.0,1,,0.8,8.0,4,18.6,14.8,3.8,3.0,-15.0,18.8,1.5,0.02,0.0,0.01,2.0,-0.05,0.06,1.1,1.4,1.3
"TUPELO, MS",0.00%,51.1,"38,321",12.60%,0.0,0.0,12.10%,2.0,1.5,1.1,5.6,1.5,2.0,0.0,,,,,,,,,1.0,,2.4,0.9,,2.1,0.4,33.8,2,1.8,2.0,12.8,5,26.8,21.9,5.0,1.0,-25.0,30.0,1.9,0.0,0.0,0.0,,,,,1.4,1.2
"PEORIA, AZ",0.30%,174.4,"161,383",6.40%,4.3,0.2,7.60%,1.3,2.0,1.0,10.2,0.6,3.0,0.2,9.8,3.0,,,,,,,1.5,1.5,2.7,1.7,,2.0,0.4,21.7,2,2.3,2.1,15.9,28,20.7,17.2,3.5,2.0,-20.0,23.5,1.3,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.4,1.3
"GULFPORT, MS",0.40%,55.6,"71,318",12.60%,2.6,0.1,11.80%,2.0,,0.8,5.8,0.8,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,15.2,1,,0.8,20.0,15,15.4,12.1,3.4,3.0,-15.0,18.4,1.6,0.01,0.0,0.01,1.0,-0.02,0.03,0.8,1.4,1.2
"EL PASO, TX",0.20%,255.2,"678,266",5.70%,3.6,0.2,11.90%,2.0,2.2,1.3,53.8,0.8,3.0,0.2,3.4,4.0,,,,,,,1.5,2.0,2.1,1.8,,2.0,0.4,18.2,1,2.2,1.2,17.1,78,20.5,17.3,3.2,2.0,-20.0,23.2,1.4,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.4,1.2
"TRENTON, NJ",0.30%,7.6,"84,867",37.00%,0.9,0.0,12.90%,2.2,,0.9,5.4,0.6,3.0,0.2,21.3,3.0,,,,,,,1.5,1.5,,1.2,,,,27.7,2,,1.6,12.9,9,32.3,23.1,9.2,1.0,-25.0,34.2,1.4,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.4,1.3
"EUCLID, OH",0.30%,10.6,"47,698",26.30%,0.9,0.0,17.10%,2.8,1.9,1.5,2.8,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.8,2.2,,2.3,0.5,17.8,1,2.1,1.2,17.2,11,15.2,11.0,4.2,3.0,-15.0,19.2,1.4,0.01,0.0,0.0,1.0,-0.02,0.02,1.1,1.4,1.3
"EAU CLAIRE, WI",1.00%,32.0,"67,945",17.20%,4.9,0.2,16.30%,2.7,2.7,1.7,2.2,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,3.0,2.4,,2.9,0.6,43.3,3,3.1,3.0,10.3,7,41.2,31.1,10.2,1.0,-25.0,35.2,1.3,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,1.4,1.8
"MANHATTAN, NY",19.40%,22.8,"1,653,877",20.80%,78.6,3.9,35.00%,5.8,2.9,4.5,43.0,0.3,4.0,3.0,1.6,4.0,580.5,3.5,2.0,97.5,52.3,2.0,3.0,3.0,2.2,2.8,2.8,3.1,2.9,46.4,3,2.5,2.9,22.7,251,46.0,31.3,14.7,1.0,-25.0,39.7,0.9,0.19,0.11,0.08,3.0,-0.6,0.68,2.9,1.4,3.4
"BOWLING GREEN, KY",0.40%,37.8,"64,302",17.20%,2.2,0.1,12.70%,2.1,2.0,1.3,4.8,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.1,2.0,,1.8,0.4,9.2,1,2.2,1.2,12.7,7,7.1,3.7,3.4,3.0,-15.0,18.4,1.6,0.01,0.0,0.01,1.0,-0.02,0.03,0.6,1.4,1.3
"LAKEWOOD, CO",0.70%,42.9,"151,411",12.60%,4.4,0.2,17.90%,3.0,2.8,1.8,11.2,0.7,3.0,0.4,7.7,4.0,,,,,,,1.5,2.0,2.6,1.9,,2.6,0.5,19.3,1,3.1,1.4,12.2,24,16.3,11.5,4.8,3.0,-15.0,19.8,1.3,0.01,0.0,0.01,2.0,-0.05,0.06,1.4,1.4,1.4
"FRESNO, CA",1.00%,112.0,"519,037",7.80%,9.5,0.5,13.50%,2.2,2.5,1.6,27.4,0.5,3.0,1.4,7.8,4.0,,,,,,,1.5,2.0,2.2,1.8,,2.5,0.5,18.1,1,2.5,1.3,26.5,102,21.0,17.7,3.3,2.0,-20.0,23.3,1.3,0.01,0.01,0.01,2.0,-0.05,0.06,1.4,1.4,1.3
"WARWICK, RI",0.10%,35.0,"81,218",17.20%,0.8,0.0,14.40%,2.4,,1.0,5.4,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,19.1,1,,0.8,4.0,3,18.2,14.0,4.2,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.2
"SIMI VALLEY, CA",0.40%,41.5,"126,546",12.60%,2.4,0.1,14.20%,2.4,,1.0,3.4,0.3,4.0,0.2,8.7,4.0,,,,,,,2.0,2.0,,1.6,,,,21.2,2,,1.6,4.6,4,19.2,21.2,-2.0,,,,,0.01,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.4
"O'FALLON, MO",0.20%,29.2,"85,246",20.80%,0.7,0.0,21.70%,3.6,1.8,1.8,,,,,,,,,,,,,2.5,2.5,2.5,2.5,,1.6,0.3,12.6,1,1.6,1.1,2.6,2,10.4,18.7,-8.4,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.4
"WEST JORDAN, UT",0.30%,32.5,"111,937",17.20%,1.6,0.1,12.60%,2.1,,0.9,3.8,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,16.1,1,,0.8,2.2,2,19.4,8.3,11.1,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.2
"GILLETTE, WY",0.20%,19.0,"31,783",26.30%,0.8,0.0,13.90%,2.3,,0.9,1.8,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,22.9,2,,1.6,13.0,3,21.0,16.5,4.5,2.0,-20.0,24.5,1.1,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.3,1.4
"NEW ULM, MN",0.80%,9.9,"13,249",26.30%,2.2,0.1,14.80%,2.5,2.1,1.5,0.4,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,3.2,2.4,,2.1,0.4,38.2,2,2.4,2.1,7.1,1,41.4,39.4,2.0,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.5
"KALISPELL, MT",0.70%,11.6,"21,992",26.30%,2.0,0.1,14.00%,2.3,2.5,1.5,0.6,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.4,2.3,,1.9,0.4,35.4,2,2.4,2.1,3.7,1,34.8,9.4,25.4,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.5
"MERIDIAN, ID",0.70%,26.8,"91,917",20.80%,3.0,0.1,13.10%,2.2,,0.9,2.4,0.3,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,6.0,1,,0.8,3.4,1,7.7,3.9,3.8,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.2
"HILO, HI",0.50%,53.4,"45,703",12.60%,3.8,0.2,13.70%,2.3,,1.0,4.0,0.9,2.0,0.2,20.6,3.0,,,,,,,1.0,1.5,,1.0,,,,35.4,2,,1.6,3.0,1,34.2,43.8,-9.6,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.2
"PORTSMOUTH, NH",1.00%,15.6,"21,644",26.30%,3.2,0.2,16.40%,2.7,2.5,1.6,1.2,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.5,2.1,,2.8,0.6,18.1,1,2.2,1.2,5.3,1,11.4,11.2,0.1,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.4
"MONTEBELLO, CA",0.60%,8.3,"63,468",26.30%,1.5,0.1,11.40%,1.9,,0.8,4.6,0.7,3.0,0.4,28.6,2.0,,,,,,,1.5,1.0,,1.0,,,,22.7,2,,1.6,1.5,1,16.3,12.0,4.4,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.2
"CONCORD, NH",0.30%,64.2,"42,717",11.50%,2.3,0.1,12.80%,2.1,2.4,1.4,2.4,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.9,2.2,,2.6,0.5,11.1,1,2.6,1.3,6.9,2,8.7,9.4,-0.7,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.3
"ROSWELL, GA",0.10%,40.7,"94,239",12.60%,0.9,0.0,16.40%,2.7,2.4,1.6,6.2,0.7,3.0,0.2,32.8,2.0,,,,,,,1.5,1.0,2.4,1.5,,2.6,0.5,12.8,1,2.7,1.3,5.7,5,11.0,5.7,5.3,3.0,-15.0,20.3,1.2,0.0,0.0,0.0,1.0,-0.02,0.02,1.5,1.3,1.2
"TEMPE, AZ",4.20%,39.9,"178,339",17.20%,24.2,1.2,16.30%,2.7,2.9,2.2,21.4,1.2,2.0,0.8,2.3,4.0,,,,,,,1.0,2.0,2.6,1.7,,2.8,0.6,30.2,2,3.1,2.2,17.2,31,24.4,17.0,7.4,2.0,-20.0,27.4,0.7,0.05,0.03,0.02,3.0,-0.6,0.62,3.0,1.3,1.6
"RENO, NV",0.90%,103.0,"239,732",7.80%,8.5,0.4,15.10%,2.5,2.8,1.7,16.6,0.7,3.0,0.8,8.4,4.0,,,,,,,1.5,2.0,2.5,1.9,,3.0,0.6,26.3,2,3.0,2.2,15.3,35,22.4,18.1,4.3,2.0,-20.0,24.3,1.2,0.01,0.01,0.0,2.0,-0.05,0.05,1.6,1.3,1.5
"BEAVERTON, OR",1.00%,18.7,"95,710",26.30%,3.6,0.2,18.60%,3.1,2.4,1.8,3.8,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.7,2.3,,2.4,0.5,27.1,2,2.7,2.1,7.7,13,22.9,18.6,4.3,2.0,-20.0,24.3,1.2,0.01,0.01,0.0,2.0,-0.05,0.05,1.6,1.3,1.6
"BURKE, VA",0.20%,8.6,"42,710",26.30%,0.5,0.0,15.20%,2.5,2.1,1.4,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,2.5,2.5,2.7,2.5,,2.0,0.4,14.8,1,2.6,1.3,4.0,2,15.8,13.6,2.2,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.3,1.4
"CEDAR RAPIDS, IA",0.50%,70.8,"130,330",11.50%,4.4,0.2,18.50%,3.1,2.7,1.9,4.6,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,2.9,2.4,,3.4,0.7,20.4,2,3.2,2.2,11.2,14,20.4,16.2,4.2,2.0,-20.0,24.2,1.2,0.01,0.0,0.01,2.0,-0.05,0.06,1.5,1.3,1.7
"FRANKLIN, TN",0.00%,41.2,"72,990",12.60%,0.2,0.0,15.10%,2.5,,1.0,3.2,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,24.3,2,,1.6,6.7,3,19.0,16.1,2.9,3.0,-15.0,17.9,1.7,0.0,0.0,0.0,,,,,1.3,1.4
"SILOAM SPRINGS, AR",0.50%,11.1,"16,311",26.30%,1.6,0.1,10.50%,1.7,2.1,1.2,1.0,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.8,2.2,3.2,2.3,3.0,11.9,1,2.5,1.3,0.0,0,7.8,,,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,2.3
"BUTTE, MT",0.50%,716.2,"33,645",5.70%,9.2,0.5,14.90%,2.5,,1.2,1.8,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,32.9,2,,1.6,2.6,1,32.7,16.4,16.3,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.3,1.3,1.4
"CONCORD, NC",0.00%,60.3,"87,607",11.50%,0.3,0.0,13.20%,2.2,,0.9,8.2,0.9,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,,1.4,,,,11.4,1,,0.8,11.7,9,7.8,4.8,2.9,3.0,-15.0,17.9,1.7,0.0,0.0,0.0,,,,,1.3,1.1
"COLUMBIA, SC",0.70%,132.2,"132,236",7.80%,8.1,0.4,13.80%,2.3,2.2,1.5,18.8,1.4,2.0,0.8,23.3,2.0,,,,,,,1.0,1.0,1.6,1.1,,1.9,0.4,20.6,2,2.1,2.0,28.8,60,20.3,16.0,4.3,2.0,-20.0,24.3,1.2,0.01,0.0,0.01,2.0,-0.05,0.06,1.5,1.3,1.3
"RICHFIELD, UT",1.10%,5.7,"7,589",37.00%,2.6,0.1,13.30%,2.2,,0.9,0.8,1.1,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,,1.4,,,,43.1,3,,2.4,0.0,0,39.4,,,,,,,0.02,0.01,0.01,2.0,-0.05,0.06,1.2,1.2,1.5
"SIOUX CITY, IA",0.30%,57.4,"82,568",12.60%,2.1,0.1,16.30%,2.7,2.0,1.5,6.8,0.8,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.3,2.1,,2.2,0.4,17.1,1,2.3,1.3,16.7,16,22.0,17.7,4.3,2.0,-20.0,24.3,1.2,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.2,1.3
"LONGMONT, CO",1.20%,26.2,"91,730",20.80%,5.1,0.3,15.40%,2.6,3.0,1.7,4.2,0.5,4.0,0.8,16.7,3.0,,,,,,,2.0,1.5,2.7,1.9,,3.1,0.6,11.0,1,3.1,1.4,11.7,7,9.8,4.1,5.7,3.0,-15.0,20.7,1.2,0.01,0.01,0.01,2.0,-0.05,0.06,1.4,1.2,1.4
"NORTH LITTLE ROCK, AR",0.10%,51.5,"66,144",12.60%,0.8,0.0,14.00%,2.3,1.8,1.3,9.6,1.5,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.5,1.9,,2.5,0.5,19.6,1,2.7,1.3,19.5,15,19.3,13.0,6.3,3.0,-15.0,21.3,1.0,0.0,0.0,0.0,1.0,-0.02,0.02,1.7,1.2,1.2
"CHESAPEAKE, VA",0.20%,340.8,"235,410",5.70%,4.3,0.2,15.00%,2.5,1.9,1.5,14.8,0.6,3.0,0.6,22.8,3.0,,,,,,,1.5,1.5,2.1,1.6,,1.3,0.3,21.9,2,1.6,1.9,15.1,24,17.9,12.1,5.8,3.0,-15.0,20.8,1.1,0.0,0.0,0.0,1.0,-0.02,0.02,1.3,1.2,1.3
"KENNER, LA",0.30%,14.9,"67,253",26.30%,1.0,0.0,13.50%,2.2,,0.9,4.2,0.6,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,,1.6,,,,33.3,2,,1.6,13.3,8,28.7,17.3,11.4,1.0,-25.0,36.4,1.2,0.01,0.0,0.0,1.0,-0.02,0.02,1.2,1.2,1.3
"SAN DIEGO, CA",1.10%,325.2,"1,390,966",5.70%,20.0,1.0,16.30%,2.7,2.8,2.1,85.2,0.6,3.0,2.0,2.9,4.0,152.0,1.1,4.0,17.0,24.6,3.0,3.5,3.5,2.4,3.3,4.0,3.1,3.8,25.3,2,2.8,2.2,18.2,179,26.1,21.7,4.4,2.0,-20.0,24.4,1.2,0.02,0.01,0.01,2.0,-0.05,0.06,1.2,1.2,3.0
"EDWARDSVILLE, IL",0.60%,19.6,"24,823",26.30%,2.1,0.1,17.30%,2.9,2.4,1.7,1.2,0.5,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,3.5,2.3,,2.6,0.5,33.0,2,3.0,2.2,3.3,1,24.3,45.4,-21.1,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.2,1.2,1.6
"NORMAN, OK",2.10%,178.8,"119,820",6.40%,30.6,1.5,14.50%,2.4,2.1,2.0,8.8,0.7,3.0,0.0,0.0,5.0,,,,,,,1.5,2.5,2.3,2.1,,2.5,0.5,22.6,2,2.2,2.0,12.0,13,24.9,16.4,8.6,2.0,-20.0,28.6,0.5,0.03,0.01,0.01,3.0,-0.6,0.61,3.1,1.2,1.6
"YORBA LINDA, CA",0.30%,19.5,"67,740",26.30%,1.3,0.1,14.10%,2.3,,1.0,1.2,0.2,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,14.8,1,,0.8,1.4,1,16.0,21.1,-5.1,,,,,0.01,0.0,0.0,1.0,-0.02,0.02,1.1,1.1,1.2
"ABERDEEN, SD",0.80%,15.5,"27,925",26.30%,2.6,0.1,17.00%,2.8,,1.2,0.8,0.3,4.0,0.2,18.3,3.0,,,,,,,2.0,1.5,,1.4,,,,51.7,3,,2.4,8.7,2,51.9,60.0,-8.1,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.1,1.1,1.5
"AUGUSTA, ME",0.20%,55.1,"18,626",12.60%,1.8,0.1,12.50%,2.1,1.7,1.2,3.8,2.0,1.0,0.2,105.3,1.0,,,,,,,0.5,0.5,2.3,0.9,,1.6,0.3,30.6,2,2.2,2.0,5.3,1,23.0,14.7,8.3,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.1,1.1,1.1
"DULUTH, GA",0.20%,10.0,"28,988",26.30%,0.7,0.0,15.30%,2.6,1.6,1.4,4.0,1.4,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.1,1.8,,1.5,0.3,18.2,1,1.6,1.1,0.0,0,11.5,,,,,,,0.0,0.0,0.0,1.0,-0.02,0.02,1.1,1.1,1.1
"CHAPEL HILL, NC",3.30%,21.1,"59,234",20.80%,13.0,0.7,14.00%,2.3,2.7,1.7,1.4,0.2,4.0,0.2,3.1,4.0,,,,,,,2.0,2.0,2.5,2.1,,2.7,0.5,33.1,2,3.1,2.2,6.1,3,24.5,15.5,9.0,2.0,-20.0,29.0,0.4,0.04,0.03,0.01,3.0,-0.6,0.61,3.1,1.1,1.5
"VIENNA, VA",1.00%,4.4,"16,474",37.00%,2.3,0.1,15.70%,2.6,2.3,1.5,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,2.5,2.5,3.0,2.6,,2.4,0.5,34.8,2,2.6,2.1,3.6,1,32.4,24.2,8.3,,,,,0.02,0.0,0.01,2.0,-0.05,0.06,1.1,1.1,1.6
"JONESBORO, AR",0.10%,79.9,"73,581",11.50%,1.0,0.1,12.60%,2.1,2.1,1.3,8.0,1.1,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,1.5,1.7,,1.7,0.3,19.9,1,2.0,1.2,12.2,6,23.5,16.8,6.7,2.0,-20.0,26.7,0.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.8,1.1,1.1
"SUN PRAIRIE, WI",0.60%,12.2,"32,112",26.30%,1.9,0.1,20.10%,3.3,,1.4,1.2,0.4,4.0,0.0,0.0,5.0,0.0,0.0,5.0,0.5,49.5,2.0,4.5,3.5,,3.2,2.4,,1.9,48.1,3,,2.4,5.3,1,41.9,72.6,-30.8,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.0,1.0,2.0
"MIDDLETOWN, DE",0.60%,11.6,"20,754",26.30%,1.8,0.1,13.60%,2.3,,0.9,0.2,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,27.6,2,,1.6,0.0,0,18.8,,,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.0,1.0,1.3
"SOLDOTNA, AK",0.80%,6.9,"4,516",37.00%,1.9,0.1,9.40%,1.6,,0.7,1.0,2.2,1.0,0.0,0.0,5.0,,,,,,,0.5,2.5,,1.2,,,,65.1,4,,3.2,0.0,0,36.6,,,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,1.0,1.0,1.5
"CARSON CITY, NV",1.10%,144.7,"54,219",7.80%,13.4,0.7,14.70%,2.4,,1.2,2.0,0.4,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,25.4,2,,1.6,16.3,8,24.7,18.4,6.3,2.0,-20.0,26.3,0.9,0.01,0.01,0.01,2.0,-0.05,0.06,1.5,1.0,1.4
"SUMMERVILLE, SC",0.30%,18.0,"49,122",26.30%,0.9,0.0,16.50%,2.8,1.9,1.5,3.4,0.7,3.0,0.4,72.7,1.0,,,,,,,1.5,0.5,2.2,1.2,,1.5,0.3,23.8,2,1.9,2.0,2.1,1,16.4,20.2,-3.8,,,,,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.0,1.2
"CROWN POINT, IN",0.30%,17.7,"28,952",26.30%,1.0,0.1,17.80%,3.0,,1.2,4.6,1.6,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,,1.4,,,,37.6,2,,1.6,4.3,1,29.2,26.1,3.1,,,,,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.0,1.3
"SANTA MONICA, CA",4.60%,8.4,"92,495",26.30%,12.7,0.6,27.00%,4.5,2.7,2.6,3.8,0.4,4.0,0.0,0.0,5.0,23.0,2.5,3.0,3.5,19.0,4.0,3.5,4.5,2.6,3.7,2.5,2.9,2.6,51.5,3,2.7,2.9,7.4,7,46.2,26.2,20.1,1.0,-25.0,45.1,0.3,0.05,0.04,0.02,3.0,-0.6,0.62,3.1,1.0,3.1
"PARKERSBURG, WV",0.30%,11.8,"30,596",26.30%,0.8,0.0,13.00%,2.2,,0.9,3.8,1.2,2.0,0.2,71.4,1.0,,,,,,,1.0,0.5,,0.6,,,,21.7,2,,1.6,2.8,1,19.9,4.9,15.0,,,,,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,1.0,1.0
"VILLA PARK, IL",0.80%,4.7,"21,867",37.00%,1.9,0.1,20.30%,3.4,,1.4,0.2,0.1,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,56.3,3,,2.4,4.7,2,44.0,45.6,-1.6,,,,,0.01,0.0,0.01,2.0,-0.05,0.06,0.9,0.9,1.6
"WARREN, PA",0.30%,2.9,"9,333",45.10%,0.6,0.0,12.30%,2.0,2.0,1.2,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,2.5,2.5,3.1,2.6,,1.7,0.3,33.4,2,2.8,2.2,0.0,0,34.1,,,,,,,0.01,0.0,0.01,1.0,-0.02,0.03,0.9,0.9,1.5
"HENDERSON, NV",0.20%,107.7,"284,817",7.80%,2.1,0.1,15.40%,2.6,2.1,1.5,11.0,0.4,4.0,0.2,7.8,4.0,,,,,,,2.0,2.0,2.6,2.1,,2.4,0.5,27.7,2,2.9,2.2,8.5,18,25.4,18.9,6.6,2.0,-20.0,26.6,0.8,0.0,0.0,0.0,1.0,-0.02,0.02,1.1,0.9,1.4
"BLOOMINGTON, IN",4.90%,23.2,"83,636",20.80%,19.8,1.0,14.80%,2.5,2.6,1.9,8.4,1.0,2.0,0.0,0.0,5.0,,,,,,,1.0,2.5,2.6,1.9,,2.8,0.6,48.5,3,3.1,3.0,9.2,6,40.3,19.1,21.2,1.0,-25.0,46.2,0.2,0.06,0.04,0.02,3.0,-0.6,0.62,3.1,0.9,1.7
"METAIRIE, LA",0.30%,23.2,"144,822",20.80%,1.3,0.1,16.40%,2.7,,1.1,6.6,0.5,4.0,0.0,0.0,5.0,,,,,,,2.0,2.5,,1.8,,,,24.7,2,,1.6,8.3,11,21.8,15.3,6.4,2.0,-20.0,26.4,0.8,0.01,0.0,0.01,1.0,-0.02,0.03,1.0,0.9,1.3
"ROCKFORD, IL",0.30%,61.1,"148,640",11.50%,2.5,0.1,15.80%,2.6,2.5,1.6,15.6,1.0,2.0,0.4,22.7,3.0,,,,,,,1.0,1.5,1.9,1.4,,2.3,0.5,23.3,2,2.5,2.1,20.2,40,21.4,15.2,6.2,2.0,-20.0,26.2,0.9,0.01,0.0,0.01,1.0,-0.02,0.03,0.8,0.9,1.3
